938,新业路口站	1037,雅瑶镇医院站 
12463,昊龙花园站	2179,创业路站 
12460,昊龙花园站	2179,创业路站 
12459,星辰时代豪庭站	2179,创业路站 
12458,海伦堡创意园总站	2179,创业路站 
12452,华南轮胎厂	2179,创业路站 
12450,蔡边村(番禺大道北)站	2179,创业路站 
12449,蔡二新村(番禺大道北)站	2179,创业路站 
12448,蔡二新村(番禺大道北)站	2179,创业路站 
12447,蔡边村(番禺大道北)站	2179,创业路站 
12445,皇冠音响厂站	2179,创业路站 
12438,番禺大桥(广地花园)站	2179,创业路站 
20119,西朗	2179,创业路站 
20099,琶洲	2179,创业路站 
20065,新港东	2179,创业路站 
20107,磨碟沙	2179,创业路站 
20122,赤岗	2179,创业路站 
12552,中山纪念堂总站	2179,创业路站 
20054,客村	2179,创业路站 
20137,鹭江	2179,创业路站 
20009,中大	2179,创业路站 
20069,晓港	2179,创业路站 
20068,昌岗	2179,创业路站 
20085,沙园	2179,创业路站 
20052,宝岗大道	2179,创业路站 
12486,江兴村站	2179,创业路站 
12482,东盛路北站	2179,创业路站 
12481,东线路南站	2179,创业路站 
12548,广工饭堂站	2179,创业路站 
12462,奥园广场站	2179,创业路站 
2218,大干围北站	2198,大布路口站 
2213,大汾田公路口站	2198,大布路口站 
2212,大汾田公路口站	2198,大布路口站 
2185,春晖五街站	2198,大布路口站 
2184,春晖四街站	2198,大布路口站 
826,新村大街二巷站	2198,大布路口站 
824,新安路站	2198,大布路口站 
823,新安路站	2198,大布路口站 
821,新安路北站	2198,大布路口站 
818,辛庄站	2198,大布路口站 
817,辛庄站	2198,大布路口站 
813,蟹庄村总站	2198,大布路口站 
763,小塱村口站	2198,大布路口站 
758,小迳路口站	2198,大布路口站 
1283,渔沙坦(中山村)总站	2198,大布路口站 
1264,友谊路口站	2198,大布路口站 
1257,邮政物流中心站	2198,大布路口站 
1256,邮政物流中心站A	2198,大布路口站 
1230,永顺大道东站	2198,大布路口站 
1229,永顺大道东站	2198,大布路口站 
1226,永和综合楼站	2198,大布路口站 
1221,永和开发区站	2198,大布路口站 
1220,永和开发区(禾丰新村)总站	2198,大布路口站 
1218,永和加油站	2198,大布路口站 
1216,永和大道中站	2198,大布路口站 
1214,永和(木古村)站	2198,大布路口站 
1210,永安新村站	2198,大布路口站 
1182,迎龙路北站	2198,大布路口站 
1177,迎宾路口站	2198,大布路口站 
2731,芳盛路(珠江中学)站	2198,大布路口站 
2726,芳村西塱总站④	2198,大布路口站 
2709,芳村花园北门站	2198,大布路口站 
2694,番禺大桥底站	2198,大布路口站 
2673,峨山社总站	2198,大布路口站 
2665,笃学路口站	2198,大布路口站 
2664,笃学路口站	2198,大布路口站 
2663,斗塘路站	2198,大布路口站 
2662,斗塘路站	2198,大布路口站 
2661,斗塘路西站	2198,大布路口站 
2660,斗塘路西站	2198,大布路口站 
2657,动物园总站1②a	2198,大布路口站 
2642,东苑小区站	2198,大布路口站 
2635,东兴市场站	2198,大布路口站 
2620,东四路南站	2198,大布路口站 
2618,东四路北站	2198,大布路口站 
2600,东沙街道办站	2198,大布路口站 
2590,东区中学站	2198,大布路口站 
2578,东圃镇站	2198,大布路口站 
2571,东圃客运站	2198,大布路口站 
2570,东圃客运站	2198,大布路口站 
2569,东圃二马路站	2198,大布路口站 
2568,东圃二马路站	2198,大布路口站 
2567,东圃大马路站	2198,大布路口站 
64,中村站	2198,大布路口站 
2327,大田路站	2198,大布路口站 
2315,大坦居委站	2198,大布路口站 
2314,大坦居委站	2198,大布路口站 
2287,大埔南一街站	2198,大布路口站 
2286,大埔南一街站	2198,大布路口站 
2285,大埔南二街站	2198,大布路口站 
2284,大埔南二街站	2198,大布路口站 
2283,大埔东街站	2198,大布路口站 
2281,大埔村总站	2198,大布路口站 
2246,大迳村站	2198,大布路口站 
2245,大迳村站	2198,大布路口站 
2220,大干围中站	2198,大布路口站 
1360,员村生活区(市六医院)总站	2198,大布路口站 
1354,员村南街站	2198,大布路口站 
1352,员村家乐福总站	2198,大布路口站 
1124,医药中专站	2198,大布路口站 
1116,一一七中学站	2198,大布路口站 
1105,业田村站	2198,大布路口站 
1091,摇田河路中站	2198,大布路口站 
1090,摇田大街站	2198,大布路口站 
1088,洋田塘口站	2198,大布路口站 
1087,洋田塘口站	2198,大布路口站 
1085,洋田村站	2198,大布路口站 
1084,洋田村站	2198,大布路口站 
1082,洋田村路口站	2198,大布路口站 
1081,洋城学校站	2198,大布路口站 
1062,羊城花园站(楼巴士)	2198,大布路口站 
1046,盐步路口站	2198,大布路口站 
1045,盐步大道北站	2198,大布路口站 
1024,浔峰路站	2198,大布路口站 
1023,浔峰路口站	2198,大布路口站 
890,新南大街口站	2198,大布路口站 
878,新丽路站	2198,大布路口站 
867,新康花园站	2198,大布路口站 
837,新桂路站	2198,大布路口站 
834,新丰路口站	2198,大布路口站 
833,新丰路口站	2198,大布路口站 
832,新达路站	2198,大布路口站 
827,新村大街站	2198,大布路口站 
586,西街中站	2198,大布路口站 
577,西华路尾总站①	2198,大布路口站 
532,五福堂站	2198,大布路口站 
529,屋角站	2198,大布路口站 
528,屋角站	2198,大布路口站 
521,乌石村北站	2198,大布路口站 
520,乌石村北站	2198,大布路口站 
515,乌冲站	2198,大布路口站 
514,乌冲站	2198,大布路口站 
491,文船生活区东区站	2198,大布路口站 
471,旺旺食品有限公司站	2198,大布路口站 
465,万龙路站	2198,大布路口站 
436,外商活动中心站	2198,大布路口站 
435,外商活动中心站	2198,大布路口站 
4223,沙尾水闸站	2198,大布路口站 
4222,沙尾桥站	2198,大布路口站 
4219,沙湾一街站	2198,大布路口站 
4217,沙湾五街站	2198,大布路口站 
4216,沙湾三街站	2198,大布路口站 
723,向西村口站	2198,大布路口站 
718,祥岗总站	2198,大布路口站 
717,祥岗社区站	2198,大布路口站 
716,祥岗社区站	2198,大布路口站 
715,祥岗后街站	2198,大布路口站 
714,祥岗后街站	2198,大布路口站 
713,香雪小学站	2198,大布路口站 
712,香雪小学站	2198,大布路口站 
710,香雪山南站	2198,大布路口站 
708,香山路中站	2198,大布路口站 
705,香凝学校站	2198,大布路口站 
688,贤江路站	2198,大布路口站 
687,贤江路站	2198,大布路口站 
686,贤江村站	2198,大布路口站 
685,贤江村站	2198,大布路口站 
670,夏园站	2198,大布路口站 
668,夏园东路站	2198,大布路口站 
640,下南路口站	2198,大布路口站 
639,下南路口站	2198,大布路口站 
627,西洲北路尾总站	2198,大布路口站 
626,西洲北路(增槎路口)总站	2198,大布路口站 
1561,镇龙水厂站	2198,大布路口站 
1559,镇龙旧车站	2198,大布路口站 
1558,镇龙二中站	2198,大布路口站 
1557,镇龙二中站	2198,大布路口站 
1549,兆联工业区站	2198,大布路口站 
1544,长洲街办站	2198,大布路口站 
1542,长洲岛小学站	2198,大布路口站 
1422,云骏路中站	2198,大布路口站 
1421,云骏路中站	2198,大布路口站 
1408,云安路站	2198,大布路口站 
1406,云安路北站	2198,大布路口站 
1379,员工大厦站	2198,大布路口站 
4201,沙浦站	2198,大布路口站 
4200,沙浦站	2198,大布路口站 
4196,沙洛市场站	2198,大布路口站 
4195,沙洛市场站	2198,大布路口站 
4194,沙洛工业园站	2198,大布路口站 
4193,沙洛工业园站	2198,大布路口站 
4192,沙洛村总站	2198,大布路口站 
4191,沙洛村委站	2198,大布路口站 
4190,沙洛村委站	2198,大布路口站 
4174,沙凤钟村站	2198,大布路口站 
4162,沙凤三路站	2198,大布路口站 
4160,沙凤二路站	2198,大布路口站 
327,天朗明居站	2198,大布路口站 
3542,名雅花园站	2198,大布路口站 
3531,庙头站	2198,大布路口站 
3530,庙头站	2198,大布路口站 
3522,棉村站	2198,大布路口站 
3521,棉村市场站	2198,大布路口站 
3511,门口岗总站	2198,大布路口站 
4154,沙步小学站	2198,大布路口站 
4151,沙步五横路站	2198,大布路口站 
4148,沙步二横路站	2198,大布路口站 
4146,沙步村委站	2198,大布路口站 
4140,森语大街路口站	2198,大布路口站 
4139,森语大街路口站	2198,大布路口站 
371,田园路站	2198,大布路口站 
367,田心村站	2198,大布路口站 
361,天雄布市站	2198,大布路口站 
328,天朗明居站	2198,大布路口站 
3263,桃园中路站	2198,大布路口站 
3262,桃园中路站	2198,大布路口站 
3259,桃园西路北站	2198,大布路口站 
3258,桃园西路北站	2198,大布路口站 
3255,桃石路站	2198,大布路口站 
3254,桃石路站	2198,大布路口站 
3247,塘山村总站	2198,大布路口站 
3246,塘山村西站	2198,大布路口站 
3245,塘山村西站	2198,大布路口站 
3244,塘山村敬老院站	2198,大布路口站 
3243,塘山村敬老院站	2198,大布路口站 
3242,塘口站	2198,大布路口站 
3238,塘东站	2198,大布路口站 
4691,联和墟站	2198,大布路口站 
4686,联和北站	2198,大布路口站 
4676,莲溪站	2198,大布路口站 
4659,荔香路总站	2198,大布路口站 
4656,荔香路南站	2198,大布路口站 
4648,荔联街道办站	2198,大布路口站 
1330,元新街站	2198,大布路口站 
1316,元贝站	2198,大布路口站 
1315,元贝站	2198,大布路口站 
1314,元贝桥站	2198,大布路口站 
1313,元贝桥站	2198,大布路口站 
1312,元贝村总站	2198,大布路口站 
1308,裕海路站	2198,大布路口站 
1307,育英路站	2198,大布路口站 
1306,育英路站	2198,大布路口站 
5714,金坑站	2198,大布路口站 
5678,滘心小学站	2198,大布路口站 
5646,蕉园路中站	2198,大布路口站 
5644,蕉园路西站	2198,大布路口站 
5642,蕉园路东站	2198,大布路口站 
5640,蕉门河社区服务中心站	2198,大布路口站 
5639,蕉门河社区服务中心站	2198,大布路口站 
5617,江晓路(晓港湾)站	2198,大布路口站 
5616,江夏西头大街站	2198,大布路口站 
5615,江夏西头大街站	2198,大布路口站 
5614,江夏锁厂站	2198,大布路口站 
5613,江夏锁厂站	2198,大布路口站 
5612,江夏牌坊总站	2198,大布路口站 
5611,江夏九社站	2198,大布路口站 
5610,江夏九社站	2198,大布路口站 
5609,江夏大塘大街站	2198,大布路口站 
5608,江夏大塘大街站	2198,大布路口站 
5606,江夏北一路站	2198,大布路口站 
5605,江夏北一路站	2198,大布路口站 
5604,江夏北二路总站	2198,大布路口站 
5388,汇彩路口站	2198,大布路口站 
8845,天益第二工业区站	2198,大布路口站 
5249,黄登村总站	2198,大布路口站 
5247,黄登村口站	2198,大布路口站 
5239,黄村站	2198,大布路口站 
5238,黄村站	2198,大布路口站 
5237,黄村训练基地总站	2198,大布路口站 
5234,黄村路西站	2198,大布路口站 
5233,黄村路西站	2198,大布路口站 
5223,黄村村委站	2198,大布路口站 
5222,黄村村委站	2198,大布路口站 
5221,黄村北总站	2198,大布路口站 
5220,黄村北路站	2198,大布路口站 
5219,黄村北路站	2198,大布路口站 
6088,乐墩路口站	2198,大布路口站 
6073,来安四街站	2198,大布路口站 
6072,来安四街站	2198,大布路口站 
6071,来安三街站	2198,大布路口站 
6070,来安三街站	2198,大布路口站 
8195,凤尾村委站	2198,大布路口站 
8176,欣荣路口站	2198,大布路口站 
8168,灵山市场站	2198,大布路口站 
8159,九比村站	2198,大布路口站 
8128,东涌村(工业路)站	2198,大布路口站 
8122,太石工业区站	2198,大布路口站 
8112,灵山二中站	2198,大布路口站 
5195,黄陂社区总站	2198,大布路口站 
5191,黄陂村(华强工业园)站	2198,大布路口站 
5184,宦溪西路站	2198,大布路口站 
5183,宦溪西路站	2198,大布路口站 
5182,宦溪西路西站	2198,大布路口站 
5181,宦溪西路西站	2198,大布路口站 
5166,环岭路总站	2198,大布路口站 
5131,华师康大学院站	2198,大布路口站 
5367,黄屋村站	2198,大布路口站 
5366,黄屋村站	2198,大布路口站 
5365,黄田大道中站	2198,大布路口站 
5364,黄田大道中站	2198,大布路口站 
5363,黄田村站	2198,大布路口站 
5362,黄田村站	2198,大布路口站 
5361,黄田村委站	2198,大布路口站 
5360,黄田村委站	2198,大布路口站 
5340,黄石北路口站	2198,大布路口站 
5335,黄沙总站②	2198,大布路口站 
5323,黄岐中学站	2198,大布路口站 
5322,黄岐中学站	2198,大布路口站 
5316,黄岐电信大楼(广客隆)站	2198,大布路口站 
5312,黄岐百货大厦站	2198,大布路口站 
5295,黄埔客运站	2198,大布路口站 
5294,黄埔客运站	2198,大布路口站 
5282,黄埔村站	2198,大布路口站 
5279,黄麻小学站	2198,大布路口站 
5278,黄麻小学站	2198,大布路口站 
5274,黄麻村站	2198,大布路口站 
5272,黄麻村口站	2198,大布路口站 
5270,黄麻村经济合作社站	2198,大布路口站 
5269,黄麻村经济合作社站	2198,大布路口站 
5259,黄海路站	2198,大布路口站 
5888,骏功路站	2198,大布路口站 
5887,骏功路西站	2198,大布路口站 
5885,骏达路中站	2198,大布路口站 
5883,骏成路东站	2198,大布路口站 
5874,均和村站	2198,大布路口站 
9921,大东门（中山三路）站	2198,大布路口站 
5860,聚德路站	2198,大布路口站 
5852,旧围村口站	2198,大布路口站 
5850,旧市场路口站	2198,大布路口站 
5849,旧市场路口站	2198,大布路口站 
8874,南涌村委会站	2198,大布路口站 
8873,含珠村站	2198,大布路口站 
8872,鱼窝头市场站	2198,大布路口站 
8870,天益村站	2198,大布路口站 
8868,天益第二工业区站	2198,大布路口站 
8865,小乌第二工业区站	2198,大布路口站 
8861,简太路站	2198,大布路口站 
8859,大同村站	2198,大布路口站 
3231,棠涌南街站	2198,大布路口站 
4780,六社社址站	2198,大布路口站 
6027,科翔路(尖塔山路口)站	2198,大布路口站 
6026,科翔路(尖塔山路口)站	2198,大布路口站 
7727,赤岗(石楼)站	2198,大布路口站 
