8158,沙角村站	12791,林头西站 
12239,五沙三村站	12791,林头西站 
12238,五沙大桥收费站	12791,林头西站 
12235,丰田合成配件厂站	12791,林头西站 
12233,华润涂料捷信厂站	12791,林头西站 
12231,欧洲工业园路口	12791,林头西站 
12229,欧洲工业园路口	12791,林头西站 
12225,安博基业公司站	12791,林头西站 
12205,金沙人家站	12791,林头西站 
12194,沙坑牌坊站	12791,林头西站 
12190,顺番加油站	12791,林头西站 
12186,大夫山森林公园路口	12791,林头西站 
12185,疗养院站	12791,林头西站 
12184,疗养院站	12791,林头西站 
12183,南双玉村	12791,林头西站 
12182,南双玉村	12791,林头西站 
12180,南双玉工业区	12791,林头西站 
12179,双坑村	12791,林头西站 
12178,双坑村	12791,林头西站 
12177,变电站	12791,林头西站 
12174,碧桂东苑	12791,林头西站 
12173,雄峰商城	12791,林头西站 
12172,雄峰商城	12791,林头西站 
12166,东晖路东	12791,林头西站 
12145,容桂汽车站	12791,林头西站 
12101,北太路东	12791,林头西站 
12132,石壁地铁站	12791,林头西站 
12131,石壁地铁站	12791,林头西站 
12126,新光桥二站	12791,林头西站 
12125,新光桥二站	12791,林头西站 
12123,新光桥一站	12791,林头西站 
12121,观龙桥脚站	12791,林头西站 
12120,观龙桥脚站	12791,林头西站 
12117,兴业路中站	12791,林头西站 
12115,莲花山车站	12791,林头西站 
12114,莲花山车站	12791,林头西站 
4844,蚝壳洲东街站	12791,林头西站 
12102,丰泰小区	12791,林头西站 
12099,丰泰小区	12791,林头西站 
12098,和乐路	12791,林头西站 
12095,帽峰山古庙总站	12791,林头西站 
12093,华南新城南大路口站	12791,林头西站 
12092,谷围新村站	12791,林头西站 
12091,新造公园站	12791,林头西站 
12090,曾边村站	12791,林头西站 
12089,南村油库站	12791,林头西站 
12077,万安工业区站	12791,林头西站 
12076,湴湄村站	12791,林头西站 
12075,绿村村委站	12791,林头西站 
12074,大生村委站	12791,林头西站 
12073,镇泰厂站	12791,林头西站 
12072,星海小学站	12791,林头西站 
12071,榄核涌站	12791,林头西站 
12070,榄核派出所站	12791,林头西站 
12069,沙湾涌站	12791,林头西站 
12068,墩塘村站	12791,林头西站 
12067,大简中桥站	12791,林头西站 
12066,小鸟桥站	12791,林头西站 
12065,南村油库站	12791,林头西站 
12064,永大集团站	12791,林头西站 
12063,罗边实发市场站	12791,林头西站 
12062,七星岗公园站	12791,林头西站 
12841,荔红路(萝岗中医院)站	12791,林头西站 
12840,荔红路(萝岗中医院)站	12791,林头西站 
12837,岑村新南街站	12791,林头西站 
12836,岑村新南街站	12791,林头西站 
12835,岑村南街总站	12791,林头西站 
12834,翡翠广场站	12791,林头西站 
12833,平东村委站	12791,林头西站 
12832,平洲玉器街总站	12791,林头西站 
12831,香雪国际公寓站	12791,林头西站 
12830,香雪国际公寓站	12791,林头西站 
12829,萝岗中心区公交场站	12791,林头西站 
12828,萝岗中心区公交场站	12791,林头西站 
12827,沥心沙收费站	12791,林头西站 
12826,沥心沙收费站	12791,林头西站 
12825,新市收费站	12791,林头西站 
12824,新市收费站	12791,林头西站 
12823,榄塘村站	12791,林头西站 
12822,榄塘村站	12791,林头西站 
12821,滴水岩森林公园总站	12791,林头西站 
12820,留耕堂站	12791,林头西站 
12819,留耕堂站	12791,林头西站 
12818,象贤中学站	12791,林头西站 
12817,象贤中学站	12791,林头西站 
12816,沙湾东村站	12791,林头西站 
12815,沙湾东村站	12791,林头西站 
12813,祈福水城站	12791,林头西站 
12812,雅居乐锦官城站	12791,林头西站 
12802,丹桂社区居委会站	12791,林头西站 
12787,广珠路碧江站	12791,林头西站 
12814,祈福水城站	12791,林头西站 
12726,南翔二路东站	12791,林头西站 
12658,芳村隧道口站2	12791,林头西站 
12656,中三路北站	12791,林头西站 
12655,华师生活区站	12791,林头西站 
12668,广氮花园南站	12791,林头西站 
12640,蚌湖收费站	12791,林头西站 
12638,水沥收费站	12791,林头西站 
12636,实验中学站	12791,林头西站 
12635,实验中学站	12791,林头西站 
12637,水沥收费站	12791,林头西站 
12619,白云文化广场总站	12791,林头西站 
12613,萝峰村口站	12791,林头西站 
12608,永康路站	12791,林头西站 
12604,兴隆东路口站	12791,林头西站 
12577,地铁黄村站	12791,林头西站 
12572,广从路(夏良村口)站	12791,林头西站 
12569,合益街站	12791,林头西站 
12565,中海康城站	12791,林头西站 
12561,广大麓湖小区总站	12791,林头西站 
12581,侨港路站	12791,林头西站 
12487,地玄村站	12791,林头西站 
12480,东线路北站	12791,林头西站 
12471,峻新路口站	12791,林头西站 
12461,奥园广场站	12791,林头西站 
12456,华侨城北门站	12791,林头西站 
12446,甘棠村站	12791,林头西站 
12439,番禺大道(渔民新村)	12791,林头西站 
12424,三村海丰南站	12791,林头西站 
12811,雅居乐锦官城站	12791,林头西站 
12810,区公汽公司总站	12791,林头西站 
12808,南双玉村总站	12791,林头西站 
12807,大板工业区站	12791,林头西站 
12806,大板工业区站	12791,林头西站 
12805,汀根村委站	12791,林头西站 
12800,上佳市站	12791,林头西站 
12798,容山书院站	12791,林头西站 
12796,新球医院站	12791,林头西站 
12795,广珠路碧江站	12791,林头西站 
12793,大良交警中队站	12791,林头西站 
12792,林头西站	12791,林头西站 
12790,顺联广场站	12791,林头西站 
12789,顺联广场站	12791,林头西站 
12786,越秀南客运站	12791,林头西站 
12744,科学大道(风信路口)站	12791,林头西站 
12743,科学大道(风信路口)站	12791,林头西站 
12732,南云五路口站	12791,林头西站 
12720,芳村丰年路(黄大仙祠)总站	12791,林头西站 
11400,三善中村站	12791,林头西站 
11399,南快桥站	12791,林头西站 
11430,竹山工业区站	12791,林头西站 
11429,旧水坑派出所(旧村西路)站	12791,林头西站 
11428,石基三(城区大道)中站	12791,林头西站 
