8563,柏兴中路站	1,竹料墟站 
10215,罗岗村委站	805,谢村站 
10212,罗岗市场站	805,谢村站 
11141,凤凰四路站	805,谢村站 
10128,香雪八路南站	805,谢村站 
9452,师大暨大站1	805,谢村站 
9307,夏良总站	805,谢村站 
9164,海中八路站	805,谢村站 
6973,云山中学站	805,谢村站 
6964,杨屋路口站	805,谢村站 
6959,海布站	805,谢村站 
6949,明华市场站	805,谢村站 
6598,井岗大道南街口站	805,谢村站 
6587,井岗大道北街站	805,谢村站 
3824,潘屋站	805,谢村站 
3823,潘屋站	805,谢村站 
3820,琶洲塔站	805,谢村站 
3812,琶洲大道东(保利广场·香格里拉酒店)站	805,谢村站 
3810,琶洲村站	805,谢村站 
3788,牛牯潭站	805,谢村站 
3787,牛牯潭站	805,谢村站 
3766,南洲北(好又多)总站	805,谢村站 
3764,南周站	805,谢村站 
3763,南云一路中站	805,谢村站 
3762,南云一路中站	805,谢村站 
3761,南云三路中站	805,谢村站 
3760,南云三路中站	805,谢村站 
3759,南云三路南站	805,谢村站 
3758,南云三路南站	805,谢村站 
3757,南云三路口站	805,谢村站 
3756,南云三路口站	805,谢村站 
3755,南云二路中站	805,谢村站 
3752,南云二路北站	805,谢村站 
3750,南云二路北站	805,谢村站 
3748,南园花园大街站	805,谢村站 
3747,南园花园大街站	805,谢村站 
3746,南燕路站	805,谢村站 
3745,南燕路站	805,谢村站 
3742,南兴庄站	805,谢村站 
6385,同和总站	805,谢村站 
10191,天慧路站	805,谢村站 
6719,郭石路口站	805,谢村站 
6600,雄丰路口站	805,谢村站 
10761,南岭工业区四横路站	805,谢村站 
10758,南岭中路站	805,谢村站 
10757,南岭村总站	805,谢村站 
10756,南岭村委站	805,谢村站 
10753,南岭工业区四横路站	805,谢村站 
10752,南岭工业区南路站	805,谢村站 
10750,南岭工业区八横路站	805,谢村站 
10746,长湴街站	805,谢村站 
10743,地糖街尾站	805,谢村站 
10742,武警广州指挥学院正门站	805,谢村站 
10737,嘉乐苑站	805,谢村站 
10736,嘉乐苑站	805,谢村站 
10733,永华路站	805,谢村站 
10732,永盛路站	805,谢村站 
10730,永华路站	805,谢村站 
10729,华峰寺站	805,谢村站 
10727,棠下路口站	805,谢村站 
10726,金水里村口站	805,谢村站 
10724,竹山村站	805,谢村站 
10723,金水里村口站	805,谢村站 
10721,凤凰下街站	805,谢村站 
10720,建设新街站	805,谢村站 
10719,佛塱路口站	805,谢村站 
10717,上佰坑总站	805,谢村站 
10716,下佰坑村口站	805,谢村站 
10714,建设新街站	805,谢村站 
10713,凤凰下街站	805,谢村站 
10711,埔心村总站	805,谢村站 
10710,庄埔路中站	805,谢村站 
10685,地铁江夏站总站	805,谢村站 
10655,石岗西基街站	805,谢村站 
10633,九佛二中北门站	805,谢村站 
10625,奇才新村站	805,谢村站 
10621,旗新村站	805,谢村站 
10616,益群村站	805,谢村站 
10613,金碧御水山庄总站	805,谢村站 
10603,大运家园站	805,谢村站 
10599,水利局站	805,谢村站 
10591,雅居乐花园站	805,谢村站 
10584,洛场村委站	805,谢村站 
10436,水口营站	805,谢村站 
8315,新村一巷站	805,谢村站 
8243,伴河路站	805,谢村站 
10354,皮革城站	805,谢村站 
8204,七星庄站	805,谢村站 
10394,交通驾培中心站	805,谢村站 
10371,长岗站	805,谢村站 
10132,云埔二路东站	805,谢村站 
10118,竹料路口站2	805,谢村站 
9816,木摾水库站	805,谢村站 
7489,北山路口站	805,谢村站 
6757,白土村站	805,谢村站 
10588,山下安置区站	805,谢村站 
10581,九龙湖站	805,谢村站 
10579,火车站	805,谢村站 
10574,郭塘加油站	805,谢村站 
10518,广州仟湖水族公司站	805,谢村站 
10457,新桥头站	805,谢村站 
10450,华侨农场站	805,谢村站 
8731,玉兰路站	805,谢村站 
9155,凤西二路站	805,谢村站 
9129,顺欣花园站	805,谢村站 
10510,莲塘市场站	805,谢村站 
10495,富利达橡胶厂站	805,谢村站 
10470,风门坳站	805,谢村站 
10431,保良村站	805,谢村站 
10395,花卉市场站	805,谢村站 
10344,盘古中路站	805,谢村站 
10124,福龙路站	805,谢村站 
8215,果园一路站	805,谢村站 
8070,崖鹰石路站	805,谢村站 
10661,南洲北路(好又多)站	805,谢村站 
7541,槎溪大道站	805,谢村站 
6776,纲领村站	805,谢村站 
3740,南翔二路站	805,谢村站 
3739,南翔二路站	805,谢村站 
3734,南湾站	805,谢村站 
3733,南湾站	805,谢村站 
3727,南田坊站	805,谢村站 
3724,南天商业城路口站	805,谢村站 
3722,南泰路站	805,谢村站 
10690,黄鹤路口站	805,谢村站 
10645,东二路(国际会议中心)	805,谢村站 
10642,凌塘村站1	805,谢村站 
10641,萝岗村口站	805,谢村站 
10630,九太路站	805,谢村站 
10580,北兴天湖峰境总站	805,谢村站 
10571,火车站	805,谢村站 
10468,三粉厂站	805,谢村站 
10446,水口营站	805,谢村站 
10445,四联路口站	805,谢村站 
10434,吉星村站	805,谢村站 
10423,新华中学站	805,谢村站 
10421,宝田加油站	805,谢村站 
10416,花城站	805,谢村站 
10415,席草塘站	805,谢村站 
10383,万科兰侨圣菲花园站	805,谢村站 
9187,凤凰城路口站	805,谢村站 
10379,新庄村站	805,谢村站 
10377,旗岭市场站	805,谢村站 
10375,华严寺站	805,谢村站 
10357,横坑迳站	805,谢村站 
10345,龙泉路口站	805,谢村站 
8552,岗尾站	805,谢村站 
8405,果园村站	805,谢村站 
7396,莘田工业区站	805,谢村站 
9813,花围西约站	805,谢村站 
7339,石塘卫生站	805,谢村站 
